67	16
67	19
67	20
67	28
67	34
67	36
67	52
67	74
67	110
68	24
68	43
68	50
68	58
68	64
68	69
68	73
68	111
68	120
69	17
69	24
69	58
69	61
69	64
69	68
69	73
69	100
69	113
69	120
70	76
70	78
70	86
70	91
70	105
70	108
70	111
70	115
70	117
70	118
71	52
71	60
71	72
71	75
71	84
71	89
71	94
71	105
71	106
71	112
72	4
72	21
72	52
72	60
72	71
72	75
72	84
72	89
72	94
72	108
73	17
73	24
73	33
73	58
73	61
73	64
73	68
73	69
73	85
73	97
74	7
74	16
74	19
74	20
74	34
74	36
74	41
74	67
74	90
74	113
75	8
75	13
75	30
75	39
75	71
75	72
75	84
75	86
75	89
75	94
76	14
76	31
76	34
76	56
76	70
76	91
76	105
76	108
76	111
76	117
76	120
77	63
77	64
77	85
77	102
77	104
77	107
77	112
77	114
77	116
77	118
77	119
78	12
78	14
78	53
78	70
78	88
78	96
78	99
78	102
78	108
78	115
78	117
79	7
79	8
79	21
79	31
79	56
79	57
79	92
79	98
79	100
79	103
79	114
80	8
80	28
80	37
80	56
80	63
80	97
80	99
80	101
80	110
80	111
80	115
81	3
81	85
81	86
81	104
81	109
81	110
81	112
81	114
81	115
81	118
81	120
82	5
82	23
82	44
82	46
82	88
82	106
82	107
82	110
82	114
82	115
82	119
83	2
83	29
83	39
83	46
83	55
83	59
83	90
83	102
83	106
83	107
83	109
83	118
84	13
84	30
84	53
84	60
84	71
84	72
84	75
84	89
84	90
84	94
84	101
84	103
85	25
85	65
85	73
85	77
85	81
85	86
85	88
85	93
85	108
85	112
85	114
85	118
86	13
86	19
86	65
86	70
86	75
86	81
86	85
86	93
86	102
86	106
86	107
86	113
87	3
87	7
87	8
87	15
87	31
87	56
87	57
87	61
87	92
87	100
87	102
87	112
88	46
88	54
88	78
88	82
88	85
88	91
88	97
88	98
88	102
88	107
88	109
88	119
89	23
89	30
89	44
89	52
89	59
89	60
89	71
89	72
89	75
89	84
89	94
89	113
90	22
90	29
90	74
90	83
90	84
90	98
90	105
90	112
90	113
90	114
90	116
90	118
91	25
91	65
91	70
91	76
91	88
91	98
91	101
91	113
91	114
91	116
91	118
91	119
92	3
92	7
92	8
92	31
92	56
92	57
92	64
92	79
92	87
92	93
92	95
92	100
92	110
93	23
93	60
93	85
93	86
93	92
93	98
93	102
93	105
93	106
93	112
93	113
93	118
93	119
94	10
94	13
94	30
94	52
94	60
94	62
94	71
94	72
94	75
94	84
94	89
94	109
94	119
95	28
95	43
95	45
95	51
95	53
95	62
95	92
95	105
95	108
95	115
95	116
95	117
95	120
96	14
96	15
96	24
96	27
96	51
96	63
96	78
96	97
96	105
96	107
96	110
96	111
96	115
96	117
97	10
97	17
97	73
97	80
97	88
97	96
97	99
97	100
97	101
97	103
97	108
97	111
97	115
97	120
98	27
98	79
98	88
98	90
98	91
98	93
98	99
98	101
98	102
98	112
98	113
98	114
98	116
98	119
99	7
99	18
99	37
99	49
99	53
99	54
99	78
99	80
99	97
99	98
99	103
99	104
99	117
99	120
100	3
100	7
100	8
100	15
100	31
100	48
100	56
100	57
100	69
100	79
100	87
100	92
100	97
100	110
100	119
101	28
101	30
101	37
101	51
101	54
101	80
101	84
101	91
101	97
101	98
101	104
101	105
101	111
101	115
101	116
102	1
102	51
102	77
102	78
102	83
102	86
102	87
102	88
102	93
102	98
102	107
102	109
102	114
102	117
102	118
103	16
103	18
103	42
103	43
103	51
103	63
103	79
103	84
103	97
103	99
103	104
103	105
103	108
103	109
103	111
104	15
104	27
104	53
104	62
104	77
104	81
104	99
104	101
104	103
104	105
104	108
104	111
104	115
104	116
104	117
104	120
105	36
105	48
105	70
105	71
105	76
105	90
105	93
105	95
105	96
105	101
105	103
105	104
105	108
105	111
105	117
105	120
106	2
106	38
106	40
106	71
106	82
106	83
106	86
106	93
106	107
106	109
106	110
106	111
106	112
106	113
106	118
106	119
107	9
107	18
107	22
107	62
107	77
107	82
107	83
107	86
107	88
107	96
107	102
107	106
107	109
107	116
107	118
107	119
108	26
108	37
108	70
108	72
108	76
108	78
108	85
108	95
108	97
108	103
108	104
108	105
108	114
108	117
108	119
108	120
109	19
109	24
109	65
109	81
109	83
109	88
109	94
109	102
109	103
109	106
109	107
109	110
109	112
109	113
109	116
109	118
110	22
110	23
110	29
110	67
110	80
110	81
110	82
110	92
110	96
110	100
110	106
110	109
110	112
110	113
110	114
110	116
110	119
111	14
111	30
111	51
111	63
111	65
111	68
111	70
111	76
111	80
111	96
111	97
111	101
111	103
111	104
111	105
111	106
111	112
112	2
112	57
112	71
112	77
112	81
112	85
112	87
112	90
112	93
112	98
112	106
112	109
112	110
112	111
112	113
112	119
112	120
113	61
113	66
113	69
113	74
113	86
113	89
113	90
113	91
113	93
113	98
113	106
113	109
113	110
113	112
113	116
113	118
113	119
114	11
114	34
114	46
114	48
114	65
114	77
114	79
114	81
114	82
114	85
114	90
114	91
114	98
114	102
114	108
114	110
114	116
114	118
115	27
115	54
115	63
115	64
115	66
115	70
115	78
115	80
115	81
115	82
115	95
115	96
115	97
115	101
115	104
115	117
115	119
115	120
116	2
116	22
116	29
116	37
116	43
116	77
116	90
116	91
116	95
116	98
116	101
116	104
116	107
116	109
116	110
116	113
116	114
116	119
117	20
117	27
117	28
117	32
117	38
117	41
117	54
117	70
117	76
117	78
117	95
117	96
117	99
117	102
117	104
117	105
117	108
117	115
117	119
118	13
118	20
118	22
118	27
118	37
118	70
118	77
118	81
118	83
118	85
118	90
118	91
118	93
118	102
118	106
118	107
118	109
118	113
118	114
118	120
119	2
119	14
119	65
119	77
119	82
119	88
119	91
119	93
119	94
119	98
119	100
119	106
119	107
119	108
119	110
119	112
119	113
119	115
119	116
119	117
120	10
120	28
120	37
120	43
120	45
120	54
120	63
120	68
120	69
120	76
120	81
120	95
120	97
120	99
120	104
120	105
120	108
120	112
120	115
120	118
